19990105,6310.41,6310.41,6111.64,6152.43,0.771727594,-2.503482341
19990106,6082.02,6280.93,5988.06,6199.91,3.296822051,1.938336276
19990107,6280.38,6409.55,6181.62,6404.31,0.272316612,1.973288241
19990108,6371.34,6492.87,6371.34,6421.75,-0.22984389,0.79119934
19990111,6472.02,6492.9,6392.49,6406.99,-0.672702782,-1.004786759
19990112,6429.54,6441.79,6357.11,6363.89,-0.700043527,-1.021068381
19990113,6293.59,6365.6,6292.55,6319.34,-1.234622603,0.409146449
19990114,6295.99,6295.99,6187.32,6241.32,3.417225843,-0.868330477
19990115,6190.95,6454.6,6176.09,6454.6,0.44464413,4.258635589
19990116,6529.77,6577.92,6483.3,6483.3,-1.635741058,-0.711663657
19990118,6436.17,6477.44,6377.25,6377.25,-0.531420283,-0.91545127
19990119,6358.88,6421.78,6323.89,6343.36,-0.514711446,-0.244068138
19990120,6355.15,6360.75,6292,6310.71,0.340532206,-0.699275391
19990121,6332.68,6424.54,6330.65,6332.2,-1.630554941,-0.007579729
19990122,6303.86,6328.31,6221.24,6228.95,-3.142423683,-1.188319538
19990125,6142.73,6161.8,6018.98,6033.21,1.366271023,-1.782920623
19990126,6083.57,6115.64,5987.42,6115.64,0.379845772,0.527157574
19990127,6161.78,6204.46,6129.4,6138.87,-1.229216452,-0.371808146
19990128,6110.82,6145.77,6059.54,6063.41,-1.309659086,-0.775836958
19990129,6090.44,6090.44,5975.48,5984,0.239304813,-1.747656984
19990130,5949.45,6076.41,5949.45,5998.32,-2.259465984,0.821420467
19990201,5948.35,5948.35,5862.79,5862.79,-1.929968496,-1.438382072
19990202,5892.93,5892.93,5726.25,5749.64,-0.100528033,-2.431557816
19990203,5658.01,5772.89,5596.58,5743.86,-3.986343678,1.517317926
19990204,5711.8,5747.47,5511.85,5514.89,-0.72712239,-3.44742463
19990205,5506.55,5625.65,5422.66,5474.79,4.299525644,-0.576767668
19990206,5572.69,5710.18,5515.67,5710.18,1.975419339,2.467210629
19990208,5784.14,5869.15,5757.61,5822.98,-1.704453733,0.671491354
19990209,5798.92,5798.92,5723.73,5723.73,1.297580424,-1.29662075
19990210,5669.23,5811.33,5669.23,5798,4.731459124,2.271384297
19990220,6040.57,6086.76,5977.01,6072.33,3.973762954,0.525778196
19990222,6216.01,6343.84,6168.94,6313.63,-2.101643587,1.570460794
19990223,6383.04,6383.04,6180.94,6180.94,0.937236084,-3.166202938
19990224,6167.84,6267.12,6158.35,6238.87,0.587606409,1.151618719
19990225,6291.89,6362.31,6240.82,6275.53,0.685041741,-0.26001726
19990226,6256.8,6318.52,6225.94,6318.52,-0.099232099,0.986446746
19990301,6324.4,6345.93,6276.4,6312.25,-0.771674126,-0.192113086
19990302,6343.3,6343.3,6228.53,6263.54,2.228771589,-1.257389687
19990303,6262.69,6420.91,6262.69,6403.14,-0.146802975,2.24264653
19990304,6460.58,6467.51,6385.7,6393.74,-0.166569175,-1.034582034
19990305,6426.21,6457.94,6339.99,6383.09,0.605349447,-0.671002037
19990306,6478.34,6498.05,6416.82,6421.73,0.159302867,-0.873834964
19990308,6436.97,6436.97,6388.51,6431.96,0.955696242,-0.077831651
19990309,6447.41,6530.74,6447.41,6493.43,-0.105029237,0.713774989
19990310,6482.93,6513.91,6460.65,6486.61,-0.767889545,0.056764457
19990311,6532.78,6537.35,6436.8,6436.8,0.40283992,-1.469206065
19990312,6444.75,6469.97,6412.47,6462.73,2.09802978,0.278986772
19990315,6478.57,6598.32,6447.95,6598.32,1.12013361,1.848401731
19990316,6698.45,6718.99,6616.64,6672.23,1.271538901,-0.391433839
19990317,6739.82,6805.03,6707.6,6757.07,2.04141736,0.255941553
19990318,6834.74,6895.01,6791.91,6895.01,1.483391612,0.881818474
19990319,6989.27,7021.96,6915.12,6997.29,-0.055878776,0.11474732
19990320,7006.66,7050.28,6957.83,6993.38,0.712816978,-0.189533958
19990322,7023.14,7057.97,6982.54,7043.23,-1.38785756,0.286054386
19990323,7133.03,7133.03,6945.48,6945.48,-0.807143639,-2.629317415
19990324,6877.49,6931.9,6845.8,6889.42,0.754199918,0.173464447
19990325,6961.23,6969.37,6878.41,6941.38,1.323512039,-0.285150756
19990326,7015.11,7052.44,6973.81,7033.25,-1.870685672,0.258584684
19990329,7047.24,7047.24,6901.68,6901.68,-0.043757462,-2.065489468
19990330,6964.41,6964.41,6831.94,6898.66,-0.245554934,-0.944085716
19990331,6882.81,6936.72,6839.95,6881.72,1.990200124,-0.015836555
19990401,6876.64,7018.68,6876.64,7018.68,3.046584258,2.065543638
19990402,7098.11,7232.51,7098.11,7232.51,-0.695609132,1.893461781
19990403,7276.29,7276.29,7177.7,7182.2,-0.253543482,-1.293104041
19990406,7229.94,7229.94,7163.99,7163.99,-0.39223952,-0.912179078
19990407,7190.57,7190.57,7110.59,7135.89,1.927159752,-0.76044041
19990408,7204.69,7312.9,7195.42,7273.41,-0.106002549,0.953823135
19990409,7362.05,7381.64,7265.7,7265.7,-0.320684862,-1.308738734
19990412,7262.36,7303.9,7189.45,7242.4,1.317933282,-0.274841787
19990413,7291.15,7341.74,7280.15,7337.85,0.828580579,0.640502527
19990414,7390.61,7445.37,7383.88,7398.65,1.345110257,0.10878669
19990415,7415.67,7498.17,7344.7,7498.17,-0.418102017,1.112509052
19990416,7590.92,7590.92,7414.62,7466.82,1.535861317,-1.63484795
19990417,7480.43,7584.93,7479.12,7581.5,0.549759282,1.351125537
19990419,7633.73,7683.94,7614.61,7623.18,0.059817556,-0.138202425
19990420,7580.39,7671.48,7539.1,7627.74,-2.013440416,0.624638046
19990421,7703.76,7703.76,7456.18,7474.16,0.273475548,-2.980362836
19990422,7540.52,7548.45,7447.52,7494.6,1.577135538,-0.608976569
19990423,7602.56,7659.59,7567.75,7612.8,0.213981715,0.134691472
19990426,7641.08,7659.84,7566.05,7629.09,-1.034985824,-0.156914991
19990427,7664.42,7664.42,7527.1,7550.13,-0.708861967,-1.49117611
19990428,7563.25,7577.72,7482.5,7496.61,-2.761114691,-0.881102701
19990429,7396.32,7428.52,7281.3,7289.62,1.118714007,-1.442609298
19990430,7316.05,7371.17,7224.22,7371.17,0.164017381,0.753412019
19990503,7393.58,7403.68,7312.47,7383.26,2.773571566,-0.139580555
19990504,7433.52,7588.04,7433.52,7588.04,-0.209276704,2.078692194
19990505,7594.28,7644.45,7554.19,7572.16,-0.159927947,-0.291271852
19990506,7619.44,7664.89,7545.33,7560.05,-1.199992064,-0.779453608
19990507,7538.73,7582.34,7456.99,7469.33,0.201356748,-0.920579461
19990510,7441.28,7484.37,7399.92,7484.37,-0.132542886,0.579067042
19990511,7530.27,7584.57,7474.25,7474.45,-0.348386838,-0.741274881
19990512,7516.13,7532.07,7423.38,7448.41,-0.432441286,-0.900995592
19990513,7458.02,7499.63,7411.14,7416.2,2.37763275,-0.560738641
19990514,7470.19,7592.98,7470.19,7592.53,-0.209284652,1.637709349
19990515,7564.72,7622.74,7538.5,7576.64,0.305148456,0.157573578
19990517,7627.3,7705.63,7587.76,7599.76,-0.187505921,-0.361071415
19990518,7621.19,7658.67,7484.06,7585.51,0.38349432,-0.468168357
19990519,7583.4,7634.73,7542.78,7614.6,-0.075118851,0.411424955
19990520,7665.66,7701.26,7608.88,7608.88,-0.02878216,-0.740705954
19990521,7639.61,7696.97,7594.76,7606.69,-0.242681114,-0.430912049
19990524,7629.71,7644.97,7538.52,7588.23,-2.256125605,-0.543664176
19990525,7544.31,7553.35,7413.98,7417.03,0.129431862,-1.687099284
19990526,7361.84,7460.87,7348.88,7426.63,0.570649137,0.880078893
19990527,7488.06,7510.42,7440.72,7469.01,-1.093049815,-0.254405013
19990528,7463.29,7465.8,7377.06,7387.37,0.437638835,-1.017245746
19990529,7447.29,7483.93,7398.68,7419.7,-1.389948381,-0.370470332
19990531,7438.97,7449.1,7310.52,7316.57,1.10775951,-1.645389079
19990601,7324.42,7397.62,7313.12,7397.62,1.222149827,0.999396539
19990602,7426.06,7493.68,7426.06,7488.03,1.133542467,0.834493662
19990603,7552.36,7604.51,7552.36,7572.91,0.23148301,0.272100377
19990604,7613.15,7628.14,7576.98,7590.44,0.643704449,-0.298299653
19990605,7649.47,7684.85,7618.8,7639.3,2.13880853,-0.132950387
19990607,7693.25,7818.09,7688.84,7802.69,1.14627135,1.422545738
19990608,7900.93,7940.38,7858.61,7892.13,0.830954381,-0.111379293
19990609,7928.24,7980.11,7900.89,7957.71,0.490719064,0.371709232
19990610,7993.61,8058.18,7985.48,7996.76,-0.217087921,0.039406476
19990611,8008.96,8028.39,7937.77,7979.4,-0.072937815,-0.369086623
19990614,8023.71,8039.64,7926.53,7973.58,-0.170312457,-0.624773328
19990615,8091.81,8109.28,7940.9,7960,1.243969849,-1.628930981
19990616,7994.33,8059.02,7924.41,8059.02,2.672037047,0.809198519
19990617,8155.44,8290.25,8155.44,8274.36,1.681338496,1.4581678
19990621,8361.05,8483.95,8308.43,8413.48,2.322820046,0.627074351
19990622,8482.38,8640.11,8446,8608.91,-1.354294562,1.491680401
19990623,8607.54,8661.39,8492.32,8492.32,1.142090736,-1.338593837
19990624,8497.9,8627.88,8433.74,8589.31,-3.76456316,1.07567752
19990625,8469.12,8497.6,8251.65,8265.96,0.187395052,-2.398832464
19990628,8281.7,8341.85,8240.35,8281.45,2.811343424,-0.003018704
19990629,8377.68,8514.27,8377.68,8514.27,-0.550839943,1.630403644
19990630,8544.26,8576.78,8444.59,8467.37,1.236747656,-0.899902391
19990702,8508.79,8642.62,8508.79,8572.09,-0.099625646,0.743936564
19990703,8655.11,8710.71,8538.14,8563.55,0.347986524,-1.05787217
19990705,8588.15,8668.15,8535.03,8593.35,-1.615900667,0.060548547
